description,Accountant,Advocate,Agricultural,Apparel,Architects,Arts,Automobile,Aviation,BPO,Banking,Building & Construction,Business Development,Consultant,Designing,Digital Media,Education,Engineering,Finance,Food & Beverages,HR,Health & Fitness,Information Technology,Managment,Public Relations,Sales
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1.Author of 40 Books on Banking, Finance, Economics, Law and Management.Some of the books have been recognizedand awarded by Ministry of Finance, Ministry of Agriculture, Maharashtra Rajya Hindi Sahitya Academy (Government of",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
availableSurface preparation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Finance with a demonstrated history of working in the banking industry. Skilled in Credit Risk, RiskManagement, Banking, Cross Selling, and Loans. Strong finance professional with a Bachelor of Science (BSc) focused inMBA Finance from Amar Singh College, Srinagar.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piping World Institute explores the world of top job opportunities and bring it to you to make your search for a betterprospects much easier than you thought. A lot of well paid professionals have reached the right destination through pw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Corporate Treasury professional with 10.5 years of track record in Corporate Treasury functions (forex dealings,statutory compliances, risk management, trade finance and banking) across diverse organizations.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Senior Design Engineer with a demonstrated history of working in the biotechnology industry. Skilled inAutoCAD, Power Plants, Mechanical, Electrical, and Plumbing (MEP), Power Distribution, and Project Management.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I am a mechanical Engineering graduate and PG in MBA, worked with Mahindra & Mahindra Ltd for 15 years in variousfields like Supplier Quality, Supplier Upgradation, Procurement, Logistics. Now with ICRISAT as a Head Transport Servicesand Automobile.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L&T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Since Oct’09: Canara Bank (Indian Government Undertaking), Marketing OfficerKey Deliverables:",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hindustan Aerospace and Engineering is known as one of the best aircraft maintenance engineering colleges in India forits Dedicated and Experienced Faculties, Conducive Educational Environment, State of Art Infrastructure, Best DGCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Student of transportation and automobile design,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I joined State Bank of India as Probationary Officer in 1972 and rose to the level of Deputy Managing Director; lastassignment being Managing Director of State Bank of Patiala, an associate of SBI from which position I retired in",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adhiraj Electrical And Engineering, as an electrical engineering contractors and electrical traders. We have gainedexpertise in electrical engineering work & procurement services. Now we are a leading electrical engineering contractors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAP Banking & Bank Analyzer: Deposit & Loan Management, Credit Portfolio Management, Collateral Management,Calculation Management (Calculation Procedures), Risk Management (Default Probability, Exposure), CVaR, Operational",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Trade Finance Specialist with a demonstrated history of working in the international trade and developmentindustry. Skilled in Banking, Foreign Exchange (FX) Options, Commercial Banking, Credit Risk, and Management. Strong",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Business Partner with a demonstrated history of working in the mechanical or industrial engineeringindustry. Skilled in Matlab, CNC Operation, SQL, Microsoft Word, and Engineering. Strong consulting professional with aEngineer’s Degree focused in Mechanical Engineering from Lingaya's University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
+ Looking at overall financial requirements of the group,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
? A professional with nearly 23 years of rich experience in managing operations with focus on top line and profitabilitywhile ensuring optimal utilization of resources in Banking and Insurance sector.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Business Partner with a demonstrated history of working in the mechanical or industrial engineeringindustry. Skilled in Matlab, CNC Operation, SQL, Microsoft Word, and Engineering. Strong consulting professional with aEngineer’s Degree focused in Mechanical Engineering from Lingaya's University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I have taken a lot of photos and have been doing so for nearly 6 years now.The 'feeling of satisfaction' you get after achieving exactly what you planned in a shoot, thats exactly the feeling that Istrive to work towards Day In and Day Out.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vision & Aims:See oneself poised for exponential growth in field of Financial Management, Financial Modeling, Equity Research,",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Highly accomplished Mechanical Engineer having overall working experience of total twelve (12) years, in Metal &Mineral Industry with rich experience in design of water systems and other utilities including design of recirulating water",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"My PhD is on theoretical analysis, complexity analysis and mapping of algorithmic aspects of formal verification. Aftermy PhD, I worked in a telecommunications network management software lab where I developed distributed algorithms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With Citi TTS for last 10 years across Mumbai, London and Dulin in various roles in TTS Business Management (present),Finance as Lead Finance Officer in London, UK and Team Manager (AVP) in Finance CoE Mumbai. Over +14years of workexperience in Banking and TTS.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CURRICULUM VITAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Hi. My name is Sriram. I am a third generation entrepreneur and financial consultant. Coming from a family of FinancialAdvisors and Chartered Accountants, I have been exposed to the life of a consultant at a very early age. I started my",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siddhartha Sharma is the Vice President - Technology & Automobiles at Otuslive.com. He's also the Consulting Editor forTechnology & Automobiles at jagran.com (Dainik Jagran). He was the former Editor for Technology and Automobiles at,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ship design, Piping engineer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Senior leader with more than 20 years of rich experience in Pre-Sales, Consulting , Solution and Program delivery ontransformation programs for global banks.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Curretly working in ICICI bank. I have total experience of one year as costing trainee in mahindra and mahindra  FESsector kandivali plant in accounts and finance department.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With over 20 years of experience in the financial and payments industry, Maria is the Division Executive for bankingoperations and business management. Previously, she was the Group Executive for Payments and a senior management",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Experienced Collections Manager with a demonstrated history of working in the financial services industry. Skilled inPortfolio Management, Vendor Management and Banking. Strong professional graduated from Eastern Institute ForIntegrated Learning In Management.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Retail Asset Risk Management,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A motivated and resourceful manager with 27 years of banking experience who has set up both the KYC on boardingand payments departments. An experienced professional with a strong track record of leading, motivating anddeveloping teams and driving  performance by implementing effective and efficient processes and procedures.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I live and breathe Treasury.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Licensed Financial Services Professional with over 15 years experience in the financial services industry providingsuperior service to both internal and external clients. I am a highly motivated team player with proven skills in external,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Prone learner and learning new things.I started my first Job with Genpact in Cash Application process and from their i learned how to maintain customer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seasoned Executive Director and Regulatory Professional with over 20 years of experience providing leadership andregulatory oversight of financial institutions. Extensive experience in all aspects of executive-level banking leadership,",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHA Carpenter Box is a leading regional firm of Chartered Accountants, Chartered Tax Advisers and Business Adviserswith offices in Gatwick, Worthing and Brighton. Established over 90 years ago and with a headcount of 170+ we act for a",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MBA candidate with five years professional experience in investment banking, debt syndication and green-field finance.CFA III candidate, with excellent analytical skills and a proven ability to manage big-ticket transactions. Expertise includes",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am a high-energy, business/sales manager with a solid track record of performance in Software and Financial Servicessales. Key strengths include the ability to meet and exceed goals/targets, strategic vision, leadership, and a gift for",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Promoting basic research in Science and Engineering and to provide financial assistance to persons engaged in suchresearch, academic institutions, research and development laboratories, industrial concerns and other agencies for such",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Promoting basic research in Science and Engineering and to provide financial assistance to persons engaged in suchresearch, academic institutions, research and development laboratories, industrial concerns and other agencies for such",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Intended to build a career with leading corporate of hi-tech environment committed and dedicated people, which willhelp me to explore myself fully & release my potential. I am willing to be a key role player in challenging and creativeambiance.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BE, graduate with 7 years of professional work experience in PDMS/Piping & 1  year experience in  Stress Analysis usingRohr2 Software.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"8 yers experience in matrial handling projects for coal cement industrychecking the drawing of belt conveyors, reversible belt conveyors, bucket elevator, weight feeders & equipments  like",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"- A project engineer with proven track record in monitoring, execution of civil engineering works including marineworks, and maintenance work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Head of Civil Engineering Department at D.K.T.E.  Society's Textile and Engineering Institute,  Ichalkaranji.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Experienced Head Of Operations with a demonstrated history of working in the industrial automation industry. Skilled inAutoCAD, Negotiation, Operations Management, Power Plants, and Project Estimation. Strong operations professionalwith a Master of Technology (M.Tech.) focused in MECHANICAL from Maharshi Dayanand University.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"We help youngsters especially fresheres from the institute to prepare for the interview through the counselling andmock interview process. If you have the knowledge, we capture it and if less we impart it to make you knowledgeable.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Our product range comprises of Water and Chemical Pump Accessories, Centrifugal Pump, Gear Pump, SubmersiblePump, Barrel/Drum Pumps, AODD and many more products. (Also Special PP and PVDF Pumps)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1) All Types Filters & Housings Manufacturing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I'm working in suzlon from 2007 to Dec, 15,as Sr.engineer, Now I am working in POWERICA Ltd. as a Site ManagerGujarat area in-charge of operation & maintenance  .I have a experience in windmill O & M.alongwith a experience in",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"From Acquisitions to Project Management, from Development to Quality Control, in 11 years of work experience, I havehad a chance to work in all the varied areas of academic editorial. This has been just the kind of exposure I need to take",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I am a versatile data science executive who is passionate about driving value for people and businesses through data,analytics, models, and algorithms.  I seek data science applications that have a positive impact.  I also enjoy being",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TECHCON Consulting and Engineering, is a growing technical consulting firm, based in Mumbai serving Cement andMineral processing industries worldwide.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"World Journal of Nano Science and Engineering (WJNSE) is a peer-reviewed, open-access journal established in March2011 by Scientific Research Publishing Inc. (SCIRP). It contains original and innovative research pertaining to the",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Experienced Professor and Former Head of the Department of Computer Science and Engineering  at National Instituteof Technology Karnataka, Surathkal, INDIA with a demonstrated history of working in the higher education Institution.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Process Engineer at Laurus Labs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Experienced Head Of Product Development with a demonstrated history of working in the all types of shoes, leather,fabric and fashion industry. Skilled in Trend Analysis, Retail, footwear, Wholesale, and Sourcing. Strong product",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Environmental Engineer with 5.5 years of experience. Adept in designing of waste, water supply and solid wastemanagement systems. I am experienced at co-coordinating to facilitate projects, recordings and evaluating site data and",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Working independently as  Design, Engineering, and Project  Management  Consultant, also providing ArchitecturalDesign Solutions for  multidisciplinary  projects, Such  as  Industrial, Commercial, Interiors, Textiles, etc  as required  by",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
An Engineering Consultant for the Automation Industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Experienced Design Engineer with a demonstrated history of working in the design industry. Skilled in AutoCAD, SAPERP, PDMS Design, PDMS Draft, and Oil & Gas. Strong engineering professional with a Bachelor of Engineering - BEfocused in Mechanical Engineering from M.KUMARASAMY COLLEGE OF ENGINEERING, KARUR.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
